R:A::C:P,0,1,2,3,4,5,6,7
0,0.0,0.13125,0.0125,0.0125,0.04375,0.0125,0.0,0.00625
1,0.1625,0.0,0.08125,0.10625,0.04375,0.04375,0.0,0.0
2,0.0375,0.05,0.0,0.08125,0.00625,0.025,0.0125,0.0
3,0.0,0.00625,0.025,0.0,0.0125,0.0,0.0,0.0
4,0.00625,0.00625,0.00625,0.01875,0.0,0.0,0.00625,0.0
5,0.00625,0.0,0.00625,0.00625,0.0,0.0,0.00625,0.0
6,0.00625,0.0,0.0,0.00625,0.0,0.0,0.0,0.0
7,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
