R:A::C:P,antag,fool,other,protag
antag,0.1111111111111111,1.0,0.20833333333333334,0.10256410256410256
fool,0.05555555555555555,0.0,0.0,0.02564102564102564
other,0.6666666666666666,0.0,0.5,0.38461538461538464
protag,0.16666666666666666,0.0,0.2916666666666667,0.48717948717948717
