R:A::C:P,0 5 6,1 4,2 3
0 5 6,0.5698924731182796,0.24731182795698925,0.1827956989247312
1 4,0.4444444444444444,0.3277777777777778,0.22777777777777777
2 3,0.3786407766990291,0.3300970873786408,0.2912621359223301
