R:A::C:P,0 4 5,1 3,2,6
0 4 5,0.6263736263736264,0.17582417582417584,0.08791208791208792,0.10989010989010989
1 3,0.43617021276595747,0.2765957446808511,0.14361702127659576,0.14361702127659576
2,0.3333333333333333,0.30864197530864196,0.16049382716049382,0.19753086419753085
6,0.5625,0.1875,0.1875,0.0625
