R:A::C:P,0 4 6,1,2 3 5
0 4 6,0.1882183908045977,0.04310344827586207,0.15517241379310345
1,0.1307471264367816,0.07255747126436782,0.07040229885057471
2 3 5,0.14224137931034483,0.05244252873563218,0.14511494252873564
