R:A::C:P,0 4 6,1,2 3 5
0 4 6,0.40809968847352024,0.2564102564102564,0.4186046511627907
1,0.2834890965732087,0.43162393162393164,0.18992248062015504
2 3 5,0.308411214953271,0.31196581196581197,0.39147286821705424
