R:A::C:P,0 1 2,3,4,5 6
0 1 2,0.8817733990147784,0.7567567567567568,0.6842105263157895,0.7721518987341772
3,0.03940886699507389,0.08108108108108109,0.08771929824561403,0.0759493670886076
4,0.019704433497536946,0.02702702702702703,0.12280701754385964,0.02531645569620253
5 6,0.059113300492610835,0.13513513513513514,0.10526315789473684,0.12658227848101267
