R:A::C:P,0 1 3 6,2 5,4
0 1 3 6,0.6965944272445821,0.6758620689655173,0.7241379310344828
2 5,0.26625386996904027,0.2413793103448276,0.27586206896551724
4,0.03715170278637771,0.08275862068965517,0.0
