R:A::C:P,0 1,2 4,3,5 6
0 1,0.1752873563218391,0.07327586206896551,0.02658045977011494,0.05172413793103448
2 4,0.07327586206896551,0.07686781609195402,0.03735632183908046,0.0625
3,0.020114942528735632,0.021551724137931036,0.010775862068965518,0.020833333333333332
5 6,0.08189655172413793,0.08548850574712644,0.05316091954022988,0.12931034482758622
