R:A::C:P,0 4,1,2 6,3,5
0 4,0.11702127659574468,0.02127659574468085,0.034574468085106384,0.010638297872340425,0.013297872340425532
1,0.18085106382978725,0.08244680851063829,0.12234042553191489,0.04521276595744681,0.010638297872340425
2 6,0.07180851063829788,0.05053191489361702,0.08776595744680851,0.023936170212765957,0.023936170212765957
3,0.015957446808510637,0.0026595744680851063,0.02127659574468085,0.007978723404255319,0.010638297872340425
5,0.013297872340425532,0.0,0.013297872340425532,0.010638297872340425,0.007978723404255319
