R:A::C:P,0 2 5,1,3,4 6
0 2 5,0.53125,0.3333333333333333,0.4,0.42857142857142855
1,0.421875,0.6666666666666666,0.4,0.2857142857142857
3,0.015625,0.0,0.13333333333333333,0.14285714285714285
4 6,0.03125,0.0,0.06666666666666667,0.14285714285714285
