R:A::C:P,0 1 2 3,4 5,6
0 1 2 3,0.8790322580645161,0.7706422018348624,0.6222222222222222
4 5,0.07526881720430108,0.11926605504587157,0.2
6,0.0456989247311828,0.11009174311926606,0.17777777777777778
