R:A::C:P,0 4,1,2,3 5 6
0 4,0.04454022988505747,0.017241379310344827,0.016522988505747127,0.027298850574712645
1,0.10201149425287356,0.07255747126436782,0.028017241379310345,0.07112068965517242
2,0.05244252873563218,0.035919540229885055,0.029454022988505746,0.07974137931034483
3 5 6,0.11997126436781609,0.042385057471264365,0.04669540229885057,0.21408045977011494
