R:A::C:P,0,1 4,2 3,5 6
0,0.40476190476190477,0.2553191489361702,0.07142857142857142,0.14285714285714285
1 4,0.4523809523809524,0.574468085106383,0.4642857142857143,0.35714285714285715
2 3,0.09523809523809523,0.1702127659574468,0.4107142857142857,0.42857142857142855
5 6,0.047619047619047616,0.0,0.05357142857142857,0.07142857142857142
