R:A::C:P,0,1,2,3,4 6,5
0,28,8,4,3,12,5
1,47,31,21,17,46,4
2,10,17,13,8,27,6
3,1,1,6,3,7,4
4 6,3,2,5,2,15,3
5,4,0,2,4,4,3
