R:A::C:P,0 6,1 4 5,2 3
0 6,0.23809523809523808,0.2127659574468085,0.125
1 4 5,0.564625850340136,0.475177304964539,0.5340909090909091
2 3,0.19727891156462585,0.3120567375886525,0.3409090909090909
