R:A::C:P,0 1,2 6,3,4,5
0 1,0.504424778761062,0.24336283185840707,0.08849557522123894,0.12389380530973451,0.03982300884955752
2 6,0.30927835051546393,0.3402061855670103,0.09278350515463918,0.16494845360824742,0.09278350515463918
3,0.09090909090909091,0.36363636363636365,0.13636363636363635,0.22727272727272727,0.18181818181818182
4,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.5,0.0
5,0.23529411764705882,0.29411764705882354,0.23529411764705882,0.058823529411764705,0.17647058823529413
