R:A::C:P,0,1 6,2 3 4 5
0,0.022988505747126436,0.015086206896551725,0.015086206896551725
1 6,0.10129310344827586,0.1903735632183908,0.2629310344827586
2 3 4 5,0.05818965517241379,0.10488505747126436,0.22916666666666666
