R:A::C:P,0,1 6,2 3 4 5
0,0.12598425196850394,0.04861111111111111,0.029745042492917848
1 6,0.5551181102362205,0.6134259259259259,0.5184135977337111
2 3 4 5,0.3188976377952756,0.33796296296296297,0.4518413597733711
