R:A::C:P,0 2 5 6,1,3 4
0 2 5 6,0.6253164556962025,0.5,0.6114130434782609
1,0.2481012658227848,0.43162393162393164,0.22826086956521738
3 4,0.12658227848101267,0.06837606837606838,0.16032608695652173
