R:A::C:P,0 3 5,1 4,2 6
0 3 5,0.22757475083056478,0.18160377358490565,0.15846994535519127
1 4,0.30066445182724255,0.4056603773584906,0.27595628415300544
2 6,0.4717607973421927,0.41273584905660377,0.5655737704918032
