R:A::C:P,0,1 2 3,4 5 6
0,0.3150684931506849,0.3287671232876712,0.3561643835616438
1 2 3,0.17330677290836655,0.49203187250996017,0.3346613545816733
4 5 6,0.1262135922330097,0.3737864077669903,0.5
