R:A::C:P,0,1 2 3,4 5 6
0,0.16911764705882354,0.06896551724137931,0.08754208754208755
1 2 3,0.6397058823529411,0.7097701149425287,0.5656565656565656
4 5 6,0.19117647058823528,0.22126436781609196,0.3468013468013468
