R:A::C:P,0,1 2 4 5,3,6
0,0.4117647058823529,0.47058823529411764,0.08823529411764706,0.029411764705882353
1 2 4 5,0.24031007751937986,0.5581395348837209,0.12403100775193798,0.07751937984496124
3,0.08823529411764706,0.6176470588235294,0.14705882352941177,0.14705882352941177
6,0.16216216216216217,0.5405405405405406,0.08108108108108109,0.21621621621621623
