R:A::C:P,0,1 2 4 5,3,6
0,0.2153846153846154,0.11072664359861592,0.0967741935483871,0.044444444444444446
1 2 4 5,0.7153846153846154,0.7474048442906575,0.7741935483870968,0.6666666666666666
3,0.023076923076923078,0.0726643598615917,0.08064516129032258,0.1111111111111111
6,0.046153846153846156,0.06920415224913495,0.04838709677419355,0.17777777777777778
