R:A::C:P,0,1 2 4 5,3,6
0,0.053231939163498096,0.060836501901140684,0.011406844106463879,0.0038022813688212928
1 2 4 5,0.17680608365019013,0.41064638783269963,0.09125475285171103,0.057034220532319393
3,0.005703422053231939,0.039923954372623575,0.009505703422053232,0.009505703422053232
6,0.011406844106463879,0.03802281368821293,0.005703422053231939,0.015209125475285171
