R:A::C:P,0,1 2,3 6,4 5
0,0.1069182389937107,0.0440251572327044,0.012578616352201259,0.05660377358490566
1 2,0.13836477987421383,0.2578616352201258,0.15723270440251572,0.10062893081761007
3 6,0.006289308176100629,0.018867924528301886,0.018867924528301886,0.012578616352201259
4 5,0.012578616352201259,0.012578616352201259,0.025157232704402517,0.018867924528301886
