R:A::C:P,0,1,2,3,4,5,6
0,0.0,0.19689119170984457,0.054945054945054944,0.02631578947368421,0.05825242718446602,0.03508771929824561,0.02142857142857143
1,0.5032258064516129,0.0,0.25824175824175827,0.22631578947368422,0.2524271844660194,0.15204678362573099,0.40714285714285714
2,0.15483870967741936,0.29533678756476683,0.0,0.22631578947368422,0.21844660194174756,0.23391812865497075,0.3
3,0.06451612903225806,0.06735751295336788,0.0989010989010989,0.0,0.0825242718446602,0.09941520467836257,0.12142857142857143
4,0.041935483870967745,0.025906735751295335,0.12087912087912088,0.07894736842105263,0.0,0.05847953216374269,0.05714285714285714
5,0.06129032258064516,0.07253886010362694,0.08241758241758242,0.10526315789473684,0.07281553398058252,0.0,0.09285714285714286
6,0.17419354838709677,0.34196891191709844,0.38461538461538464,0.3368421052631579,0.3155339805825243,0.42105263157894735,0.0
