R:A::C:P,0 1 2 6,3 4,5
0 1 2 6,0.8348946135831382,0.75,0.7764705882352941
3 4,0.10655737704918032,0.16032608695652173,0.14705882352941177
5,0.0585480093676815,0.08967391304347826,0.07647058823529412
