R:A::C:P,0 4,1,2 3,5
0 4,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.09523809523809523
1,0.2777777777777778,0.2777777777777778,0.4166666666666667,0.027777777777777776
2 3,0.18181818181818182,0.13636363636363635,0.6818181818181818,0.0
5,0.0,1.0,0.0,0.0
