R:A::C:P,0 4,1,2 3,5
0 4,0.391304347826087,0.3333333333333333,0.09090909090909091,0.6666666666666666
1,0.43478260869565216,0.47619047619047616,0.45454545454545453,0.3333333333333333
2 3,0.17391304347826086,0.14285714285714285,0.45454545454545453,0.0
5,0.0,0.047619047619047616,0.0,0.0
