R:A::C:P,0,1 3,2 4 5,6
0,0.029449423815621,0.023047375160051217,0.034571062740076826,0.006402048655569782
1 3,0.08194622279129321,0.15108834827144688,0.13700384122919335,0.052496798975672214
2 4 5,0.04737516005121639,0.09475032010243278,0.1677336747759283,0.03329065300896287
6,0.015364916773367477,0.040973111395646605,0.06274007682458387,0.02176696542893726
