R:A::C:P,0,1,2,3 4 5 6
0,0.3939393939393939,0.21212121212121213,0.045454545454545456,0.15789473684210525
1,0.42424242424242425,0.6666666666666666,0.4090909090909091,0.3684210526315789
2,0.12121212121212122,0.12121212121212122,0.4090909090909091,0.2631578947368421
3 4 5 6,0.06060606060606061,0.0,0.13636363636363635,0.21052631578947367
