R:A::C:P,0 4,1 2,3 6,5
0 4,0.4222222222222222,0.16363636363636364,0.058823529411764705,0.2222222222222222
1 2,0.5333333333333333,0.8,0.6470588235294118,0.7777777777777778
3 6,0.022222222222222223,0.01818181818181818,0.23529411764705882,0.0
5,0.022222222222222223,0.01818181818181818,0.058823529411764705,0.0
