R:A::C:P,0,1,2,3 4,5 6
0,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.16666666666666666,0.16666666666666666
1,0.28313253012048195,0.18674698795180722,0.12650602409638553,0.2289156626506024,0.1746987951807229
2,0.12345679012345678,0.20987654320987653,0.16049382716049382,0.2345679012345679,0.2716049382716049
3 4,0.08333333333333333,0.027777777777777776,0.2222222222222222,0.4444444444444444,0.2222222222222222
5 6,0.15151515151515152,0.06060606060606061,0.15151515151515152,0.3333333333333333,0.30303030303030304
