R:A::C:P,0,1,2,3 4,5 6
0,0.3010752688172043,0.13559322033898305,0.0784313725490196,0.10638297872340426,0.12658227848101267
1,0.5053763440860215,0.5254237288135594,0.4117647058823529,0.40425531914893614,0.3670886075949367
2,0.10752688172043011,0.288135593220339,0.2549019607843137,0.20212765957446807,0.27848101265822783
3 4,0.03225806451612903,0.01694915254237288,0.1568627450980392,0.1702127659574468,0.10126582278481013
5 6,0.053763440860215055,0.03389830508474576,0.09803921568627451,0.11702127659574468,0.12658227848101267
