R:A::C:P,0 1 4,2,3 5 6
0 1 4,0.23635057471264367,0.04454022988505747,0.09841954022988506
2,0.08836206896551724,0.029454022988505746,0.07974137931034483
3 5 6,0.16235632183908047,0.04669540229885057,0.21408045977011494
