R:A::C:P,0 1 4,2,3 5 6
0 1 4,0.6231060606060606,0.11742424242424243,0.25946969696969696
2,0.44727272727272727,0.14909090909090908,0.4036363636363636
3 5 6,0.3837011884550085,0.11035653650254669,0.5059422750424448
