R:A::C:P,0 1 4,2,3 5 6
0 1 4,0.48525073746312686,0.36904761904761907,0.2509157509157509
2,0.18141592920353983,0.24404761904761904,0.2032967032967033
3 5 6,0.3333333333333333,0.3869047619047619,0.5457875457875457
