R:A::C:P,0 1 2 6,3 5,4
0 1 2 6,0.8410041841004184,0.7563451776649747,0.7924528301886793
3 5,0.11715481171548117,0.18274111675126903,0.14150943396226415
4,0.04184100418410042,0.06091370558375635,0.0660377358490566
