R:A::C:P,0 1 2 6,3 5,4
0 1 2 6,0.5147247119078106,0.19078104993597952,0.10755441741357234
3 5,0.07170294494238157,0.046094750320102434,0.019206145966709345
4,0.02560819462227913,0.015364916773367477,0.008962868117797696
