R:A::C:P,0,1,2,3,4,5,6
0,0.0,0.027298850574712645,0.007183908045977011,0.0035919540229885057,0.008620689655172414,0.004310344827586207,0.0021551724137931034
1,0.11206896551724138,0.0,0.033764367816091954,0.03089080459770115,0.03735632183908046,0.01867816091954023,0.040948275862068964
2,0.034482758620689655,0.040948275862068964,0.0,0.03089080459770115,0.032327586206896554,0.028735632183908046,0.03017241379310345
3,0.014367816091954023,0.009339080459770116,0.01293103448275862,0.0,0.01221264367816092,0.01221264367816092,0.01221264367816092
4,0.009339080459770116,0.0035919540229885057,0.015804597701149427,0.010775862068965518,0.0,0.007183908045977011,0.005747126436781609
5,0.013649425287356323,0.010057471264367816,0.010775862068965518,0.014367816091954023,0.010775862068965518,0.0,0.009339080459770116
6,0.03879310344827586,0.04741379310344827,0.05028735632183908,0.04597701149425287,0.04669540229885057,0.05172413793103448,0.0
