R:A::C:P,0 1 2,3,4 5,6
0 1 2,0.6258992805755396,0.17985611510791366,0.17985611510791366,0.014388489208633094
3,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0
4 5,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.09090909090909091
6,0.5,0.5,0.0,0.0
