R:A::C:P,0 1,2 3 5 6,4
0 1,0.5102040816326531,0.38095238095238093,0.10884353741496598
2 3 5 6,0.2932692307692308,0.5817307692307693,0.125
4,0.20833333333333334,0.7916666666666666,0.0
