R:A::C:P,0 1,2 3 4 5,6
0 1,0.5865724381625441,0.3594132029339853,0.449438202247191
2 3 4 5,0.31095406360424027,0.4841075794621027,0.3595505617977528
6,0.10247349823321555,0.15647921760391198,0.19101123595505617
