R:A::C:P,0 5,1,2 6,3 4
0 5,0.1580188679245283,0.13247863247863248,0.08196721311475409,0.11413043478260869
1,0.2759433962264151,0.43162393162393164,0.21584699453551912,0.22826086956521738
2 6,0.4481132075471698,0.36752136752136755,0.5655737704918032,0.49728260869565216
3 4,0.1179245283018868,0.06837606837606838,0.1366120218579235,0.16032608695652173
