R:A::C:P,0 5,1,2 6,3 4
0 5,0.3941176470588235,0.18235294117647058,0.17647058823529413,0.24705882352941178
1,0.30708661417322836,0.2650918635170604,0.2073490813648294,0.2204724409448819
2 6,0.2852852852852853,0.12912912912912913,0.3108108108108108,0.2747747747747748
3 4,0.2857142857142857,0.09142857142857143,0.2857142857142857,0.33714285714285713
