R:A::C:P,0 6,1 4,2 3 5
0 6,0.4642857142857143,0.39285714285714285,0.14285714285714285
1 4,0.25396825396825395,0.42857142857142855,0.31746031746031744
2 3 5,0.17142857142857143,0.2,0.6285714285714286
