R:A::C:P,0,1,2,3 4,5,6
0,13,7,1,4,2,0
1,14,22,9,10,4,0
2,4,4,9,7,3,0
3 4,1,0,2,4,0,2
5,1,0,1,1,0,0
6,0,0,0,1,0,0
