R:A::C:P,0 1 2 3,4 5,6
0 1 2 3,0.7358490566037735,0.16981132075471697,0.012578616352201259
4 5,0.0440251572327044,0.018867924528301886,0.006289308176100629
6,0.012578616352201259,0.0,0.0
