R:A::C:P,0 1 2,3 4,5,6
0 1 2,0.7480719794344473,0.5970149253731343,0.5980392156862745,0.5955056179775281
3 4,0.09768637532133675,0.12935323383084577,0.1568627450980392,0.10112359550561797
5,0.04884318766066838,0.07960199004975124,0.11764705882352941,0.11235955056179775
6,0.10539845758354756,0.19402985074626866,0.12745098039215685,0.19101123595505617
