R:A::C:P,0,1 6,2,3 4 5
0,0.12598425196850394,0.04861111111111111,0.041666666666666664,0.026022304832713755
1 6,0.5551181102362205,0.6134259259259259,0.47023809523809523,0.533457249070632
2,0.15354330708661418,0.2037037037037037,0.24404761904761904,0.19888475836431227
3 4 5,0.16535433070866143,0.13425925925925927,0.24404761904761904,0.241635687732342
