R:A::C:P,0 2,1,3 4 5 6
0 2,0.4626865671641791,0.32142857142857145,0.453125
1,0.43283582089552236,0.6428571428571429,0.359375
3 4 5 6,0.1044776119402985,0.03571428571428571,0.1875
