R:A::C:P,0,1,2,3 4,5 6
0,0.1069182389937107,0.031446540880503145,0.012578616352201259,0.05660377358490566,0.012578616352201259
1,0.11320754716981132,0.11320754716981132,0.06918238993710692,0.11320754716981132,0.031446540880503145
2,0.025157232704402517,0.025157232704402517,0.050314465408805034,0.07547169811320754,0.03773584905660377
3 4,0.006289308176100629,0.006289308176100629,0.018867924528301886,0.05660377358490566,0.0
5 6,0.012578616352201259,0.0,0.006289308176100629,0.012578616352201259,0.006289308176100629
