R:A::C:P,0 6,1 2 3 4,5
0 6,0.12284482758620689,0.15876436781609196,0.05244252873563218
1 2 3 4,0.1817528735632184,0.35488505747126436,0.0603448275862069
5,0.020114942528735632,0.039511494252873564,0.009339080459770116
