R:A::C:P,0,1,2,3 6,4,5
0,32,19,7,5,6,5
1,92,101,39,74,50,25
2,39,50,41,77,34,34
3 6,66,47,55,171,70,84
4,8,5,16,19,16,9
5,17,12,10,30,14,13
