R:A::C:P,0 1,2,3,4 5 6
0 1,0.776595744680851,0.5909090909090909,0.45714285714285713,0.5540540540540541
2,0.1595744680851064,0.22727272727272727,0.22857142857142856,0.28378378378378377
3,0.010638297872340425,0.06818181818181818,0.11428571428571428,0.05405405405405406
4 5 6,0.05319148936170213,0.11363636363636363,0.2,0.10810810810810811
