                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      0123-4-5   93.75%     48.70%     54.47%     31.23%  
                      0125-3-4   81.25%     45.11%     52.06%     22.00%  
                      0124-3-5   77.50%     27.19%     29.11%     -6.89%  
                      012-3-45   76.25%     38.14%     38.30%     5.42%   
                      012-34-5   76.25%     33.69%     32.70%     -0.04%  
                      012-35-4   76.25%     43.69%     51.00%     19.39%  
                      015-23-4   68.75%     62.61%     65.89%     47.16%  
                      0-1235-4   67.50%     56.13%     61.09%     35.70%  
                      05-123-4   67.50%     58.05%     62.63%     38.88%  
                      0-1234-5   66.25%     39.04%     39.10%     13.13%  
                      0-123-45   65.00%     49.86%     48.13%     22.31%  
                      01-234-5   65.00%     44.82%     43.35%     21.57%  
                      04-123-5   65.00%     39.00%     39.23%     13.13%  
                      01-23-45   63.75%     55.05%     51.52%     29.59%  
                      01-235-4   63.75%     59.62%     62.98%     41.83%  
                      0135-2-4   63.75%     52.05%     57.27%     29.23%  
                      014-23-5   63.75%     43.78%     41.94%     19.10%  
                      013-24-5   60.00%     35.69%     35.93%     5.06%   
                      013-2-45   58.75%     44.63%     43.09%     11.95%  
                      013-25-4   58.75%     49.66%     54.92%     24.60%  
                      0134-2-5   58.75%     33.30%     33.52%     0.44%   
                      015-24-3   58.75%     35.91%     37.61%     13.99%  
                      0145-2-3   57.50%     33.51%     35.15%     10.30%  
                      015-2-34   57.50%     40.41%     39.17%     15.41%  
                      01-24-35   53.75%     33.91%     35.93%     10.39%  
                      01-245-3   53.75%     33.33%     34.92%     8.87%   
                      0-1245-3   52.50%     33.58%     34.60%     3.32%   
                      01-2-345   52.50%     37.29%     36.74%     11.00%  
                      01-25-34   52.50%     37.88%     36.62%     10.49%  
                      014-2-35   52.50%     31.58%     33.52%     6.78%   
                      014-25-3   52.50%     31.05%     32.65%     5.46%   
                      023-15-4   52.50%     51.05%     55.48%     26.52%  
                      0235-1-4   52.50%     50.53%     54.58%     25.50%  
                      03-125-4   52.50%     49.35%     54.05%     22.91%  
                      035-12-4   52.50%     50.79%     55.06%     25.41%  
                      05-124-3   52.50%     35.38%     35.94%     6.36%   
                      0-125-34   51.25%     39.75%     37.84%     6.92%   
                      0234-1-5   51.25%     33.29%     32.57%     1.95%   
                      03-124-5   51.25%     32.35%     32.03%     0.32%   
                      04-125-3   51.25%     33.33%     34.55%     3.20%   
                      045-12-3   51.25%     34.85%     35.69%     5.83%   
                      05-12-34   51.25%     41.52%     39.14%     9.78%   
                      0-124-35   50.00%     32.75%     34.13%     3.77%   
                      023-1-45   50.00%     43.95%     41.36%     11.06%  
                      023-14-5   50.00%     33.23%     32.36%     1.75%   
                      03-12-45   50.00%     42.93%     40.84%     9.20%   
                      034-12-5   50.00%     32.07%     31.90%     -0.32%  
                      0-12-345   48.75%     37.77%     36.59%     6.37%   
                      04-12-35   48.75%     32.47%     34.04%     3.47%   
                      0-15-234   46.25%     48.46%     45.66%     20.23%  
                      05-1-234   46.25%     49.54%     46.05%     21.34%  
                      0-145-23   45.00%     47.87%     44.73%     18.78%  
                      02-135-4   45.00%     46.67%     51.89%     17.71%  
                      025-13-4   45.00%     46.58%     51.65%     17.46%  
                      04-15-23   45.00%     47.82%     44.93%     19.07%  
                      045-1-23   45.00%     48.65%     45.16%     19.95%  
                      05-14-23   45.00%     49.04%     45.22%     20.04%  
                      0-1-2345   43.75%     45.96%     42.98%     16.94%  
                      024-13-5   43.75%     29.47%     29.62%     -5.98%  
                      0-14-235   42.50%     45.42%     42.18%     15.72%  
                      02-13-45   42.50%     39.74%     38.12%     2.64%   
                      02-134-5   42.50%     28.86%     28.96%     -7.17%  
                      04-1-235   42.50%     45.28%     42.28%     15.85%  
                      024-15-3   41.25%     28.31%     29.59%     -3.51%  
                      0245-1-3   41.25%     27.96%     28.92%     -4.30%  
