                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      0-135-24   40.00%     40.07%     39.35%     7.67%   
                      02-145-3   40.00%     27.78%     28.99%     -4.35%  
                      02-15-34   40.00%     34.14%     32.48%     -0.34%  
                      025-1-34   40.00%     33.87%     31.90%     -0.99%  
                      025-14-3   40.00%     27.60%     28.50%     -4.84%  
                      05-13-24   40.00%     41.33%     40.08%     9.17%   
                      0-1345-2   38.75%     38.05%     37.29%     4.60%   
                      024-1-35   38.75%     26.76%     28.17%     -4.99%  
                      04-135-2   38.75%     38.15%     37.61%     5.38%   
                      045-13-2   38.75%     39.16%     38.18%     6.65%   
                      05-134-2   38.75%     39.39%     38.08%     6.25%   
                      0-13-245   37.50%     38.12%     37.26%     5.06%   
                      02-1-345   37.50%     31.48%     30.32%     -2.65%  
                      02-14-35   37.50%     26.32%     27.67%     -5.68%  
                      0-134-25   36.25%     36.23%     35.41%     2.33%   
                      03-15-24   36.25%     37.15%     36.15%     5.61%   
                      035-1-24   36.25%     37.90%     36.25%     6.36%   
                      04-13-25   36.25%     36.25%     35.67%     2.96%   
                      03-145-2   35.00%     35.27%     34.21%     3.02%   
                      034-15-2   35.00%     35.23%     34.37%     2.97%   
                      0345-1-2   35.00%     35.79%     34.36%     3.54%   
                      035-14-2   35.00%     36.12%     34.41%     3.93%   
                      03-1-245   33.75%     35.02%     33.72%     2.60%   
                      03-14-25   32.50%     33.29%     32.02%     0.37%   
                      034-1-25   32.50%     33.15%     32.08%     0.16%   


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      015-23-4   68.75%     62.61%     65.89%     47.16%  
                      01-235-4   63.75%     59.62%     62.98%     41.83%  
                      05-123-4   67.50%     58.05%     62.63%     38.88%  
                      0-1235-4   67.50%     56.13%     61.09%     35.70%  
                      01-23-45   63.75%     55.05%     51.52%     29.59%  
                      0135-2-4   63.75%     52.05%     57.27%     29.23%  
                      023-15-4   52.50%     51.05%     55.48%     26.52%  
                      035-12-4   52.50%     50.79%     55.06%     25.41%  
                      0235-1-4   52.50%     50.53%     54.58%     25.50%  
                      0-123-45   65.00%     49.86%     48.13%     22.31%  
                      013-25-4   58.75%     49.66%     54.92%     24.60%  
                      05-1-234   46.25%     49.54%     46.05%     21.34%  
                      03-125-4   52.50%     49.35%     54.05%     22.91%  
                      05-14-23   45.00%     49.04%     45.22%     20.04%  
                      0123-4-5   93.75%     48.70%     54.47%     31.23%  
                      045-1-23   45.00%     48.65%     45.16%     19.95%  
                      0-15-234   46.25%     48.46%     45.66%     20.23%  
                      0-145-23   45.00%     47.87%     44.73%     18.78%  
                      04-15-23   45.00%     47.82%     44.93%     19.07%  
                      02-135-4   45.00%     46.67%     51.89%     17.71%  
                      025-13-4   45.00%     46.58%     51.65%     17.46%  
                      0-1-2345   43.75%     45.96%     42.98%     16.94%  
                      0-14-235   42.50%     45.42%     42.18%     15.72%  
                      04-1-235   42.50%     45.28%     42.28%     15.85%  
                      0125-3-4   81.25%     45.11%     52.06%     22.00%  
                      01-234-5   65.00%     44.82%     43.35%     21.57%  
                      013-2-45   58.75%     44.63%     43.09%     11.95%  
                      023-1-45   50.00%     43.95%     41.36%     11.06%  
                      014-23-5   63.75%     43.78%     41.94%     19.10%  
                      012-35-4   76.25%     43.69%     51.00%     19.39%  
                      03-12-45   50.00%     42.93%     40.84%     9.20%   
                      05-12-34   51.25%     41.52%     39.14%     9.78%   
                      05-13-24   40.00%     41.33%     40.08%     9.17%   
                      015-2-34   57.50%     40.41%     39.17%     15.41%  
                      0-135-24   40.00%     40.07%     39.35%     7.67%   
                      0-125-34   51.25%     39.75%     37.84%     6.92%   
                      02-13-45   42.50%     39.74%     38.12%     2.64%   
                      05-134-2   38.75%     39.39%     38.08%     6.25%   
                      045-13-2   38.75%     39.16%     38.18%     6.65%   
                      0-1234-5   66.25%     39.04%     39.10%     13.13%  
                      04-123-5   65.00%     39.00%     39.23%     13.13%  
                      04-135-2   38.75%     38.15%     37.61%     5.38%   
                      012-3-45   76.25%     38.14%     38.30%     5.42%   
                      0-13-245   37.50%     38.12%     37.26%     5.06%   
                      0-1345-2   38.75%     38.05%     37.29%     4.60%   
                      035-1-24   36.25%     37.90%     36.25%     6.36%   
                      01-25-34   52.50%     37.88%     36.62%     10.49%  
                      0-12-345   48.75%     37.77%     36.59%     6.37%   
                      01-2-345   52.50%     37.29%     36.74%     11.00%  
                      03-15-24   36.25%     37.15%     36.15%     5.61%   
                      04-13-25   36.25%     36.25%     35.67%     2.96%   
                      0-134-25   36.25%     36.23%     35.41%     2.33%   
                      035-14-2   35.00%     36.12%     34.41%     3.93%   
                      015-24-3   58.75%     35.91%     37.61%     13.99%  
                      0345-1-2   35.00%     35.79%     34.36%     3.54%   
                      013-24-5   60.00%     35.69%     35.93%     5.06%   
                      05-124-3   52.50%     35.38%     35.94%     6.36%   
                      03-145-2   35.00%     35.27%     34.21%     3.02%   
                      034-15-2   35.00%     35.23%     34.37%     2.97%   
                      03-1-245   33.75%     35.02%     33.72%     2.60%   
                      045-12-3   51.25%     34.85%     35.69%     5.83%   
                      02-15-34   40.00%     34.14%     32.48%     -0.34%  
                      01-24-35   53.75%     33.91%     35.93%     10.39%  
                      025-1-34   40.00%     33.87%     31.90%     -0.99%  
                      012-34-5   76.25%     33.69%     32.70%     -0.04%  
                      0-1245-3   52.50%     33.58%     34.60%     3.32%   
                      0145-2-3   57.50%     33.51%     35.15%     10.30%  
                      01-245-3   53.75%     33.33%     34.92%     8.87%   
                      04-125-3   51.25%     33.33%     34.55%     3.20%   
                      0134-2-5   58.75%     33.30%     33.52%     0.44%   
                      0234-1-5   51.25%     33.29%     32.57%     1.95%   
                      03-14-25   32.50%     33.29%     32.02%     0.37%   
                      023-14-5   50.00%     33.23%     32.36%     1.75%   
                      034-1-25   32.50%     33.15%     32.08%     0.16%   
                      0-124-35   50.00%     32.75%     34.13%     3.77%   
                      04-12-35   48.75%     32.47%     34.04%     3.47%   
                      03-124-5   51.25%     32.35%     32.03%     0.32%   
                      034-12-5   50.00%     32.07%     31.90%     -0.32%  
                      014-2-35   52.50%     31.58%     33.52%     6.78%   
                      02-1-345   37.50%     31.48%     30.32%     -2.65%  
                      014-25-3   52.50%     31.05%     32.65%     5.46%   
                      024-13-5   43.75%     29.47%     29.62%     -5.98%  
                      02-134-5   42.50%     28.86%     28.96%     -7.17%  
                      024-15-3   41.25%     28.31%     29.59%     -3.51%  
                      0245-1-3   41.25%     27.96%     28.92%     -4.30%  
                      02-145-3   40.00%     27.78%     28.99%     -4.35%  
                      025-14-3   40.00%     27.60%     28.50%     -4.84%  
                      0124-3-5   77.50%     27.19%     29.11%     -6.89%  
                      024-1-35   38.75%     26.76%     28.17%     -4.99%  
                      02-14-35   37.50%     26.32%     27.67%     -5.68%  


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                      015-23-4   68.75%     62.61%     65.89%     47.16%  
                      01-235-4   63.75%     59.62%     62.98%     41.83%  
                      05-123-4   67.50%     58.05%     62.63%     38.88%  
                      0-1235-4   67.50%     56.13%     61.09%     35.70%  
                      0135-2-4   63.75%     52.05%     57.27%     29.23%  
                      023-15-4   52.50%     51.05%     55.48%     26.52%  
                      035-12-4   52.50%     50.79%     55.06%     25.41%  
                      013-25-4   58.75%     49.66%     54.92%     24.60%  
                      0235-1-4   52.50%     50.53%     54.58%     25.50%  
                      0123-4-5   93.75%     48.70%     54.47%     31.23%  
                      03-125-4   52.50%     49.35%     54.05%     22.91%  
                      0125-3-4   81.25%     45.11%     52.06%     22.00%  
                      02-135-4   45.00%     46.67%     51.89%     17.71%  
                      025-13-4   45.00%     46.58%     51.65%     17.46%  
                      01-23-45   63.75%     55.05%     51.52%     29.59%  
                      012-35-4   76.25%     43.69%     51.00%     19.39%  
                      0-123-45   65.00%     49.86%     48.13%     22.31%  
                      05-1-234   46.25%     49.54%     46.05%     21.34%  
                      0-15-234   46.25%     48.46%     45.66%     20.23%  
                      05-14-23   45.00%     49.04%     45.22%     20.04%  
                      045-1-23   45.00%     48.65%     45.16%     19.95%  
                      04-15-23   45.00%     47.82%     44.93%     19.07%  
                      0-145-23   45.00%     47.87%     44.73%     18.78%  
                      01-234-5   65.00%     44.82%     43.35%     21.57%  
                      013-2-45   58.75%     44.63%     43.09%     11.95%  
                      0-1-2345   43.75%     45.96%     42.98%     16.94%  
                      04-1-235   42.50%     45.28%     42.28%     15.85%  
                      0-14-235   42.50%     45.42%     42.18%     15.72%  
                      014-23-5   63.75%     43.78%     41.94%     19.10%  
                      023-1-45   50.00%     43.95%     41.36%     11.06%  
                      03-12-45   50.00%     42.93%     40.84%     9.20%   
                      05-13-24   40.00%     41.33%     40.08%     9.17%   
                      0-135-24   40.00%     40.07%     39.35%     7.67%   
                      04-123-5   65.00%     39.00%     39.23%     13.13%  
                      015-2-34   57.50%     40.41%     39.17%     15.41%  
                      05-12-34   51.25%     41.52%     39.14%     9.78%   
                      0-1234-5   66.25%     39.04%     39.10%     13.13%  
                      012-3-45   76.25%     38.14%     38.30%     5.42%   
                      045-13-2   38.75%     39.16%     38.18%     6.65%   
                      02-13-45   42.50%     39.74%     38.12%     2.64%   
                      05-134-2   38.75%     39.39%     38.08%     6.25%   
                      0-125-34   51.25%     39.75%     37.84%     6.92%   
                      04-135-2   38.75%     38.15%     37.61%     5.38%   
                      015-24-3   58.75%     35.91%     37.61%     13.99%  
                      0-1345-2   38.75%     38.05%     37.29%     4.60%   
                      0-13-245   37.50%     38.12%     37.26%     5.06%   
                      01-2-345   52.50%     37.29%     36.74%     11.00%  
                      01-25-34   52.50%     37.88%     36.62%     10.49%  
                      0-12-345   48.75%     37.77%     36.59%     6.37%   
                      035-1-24   36.25%     37.90%     36.25%     6.36%   
                      03-15-24   36.25%     37.15%     36.15%     5.61%   
                      05-124-3   52.50%     35.38%     35.94%     6.36%   
                      01-24-35   53.75%     33.91%     35.93%     10.39%  
                      013-24-5   60.00%     35.69%     35.93%     5.06%   
                      045-12-3   51.25%     34.85%     35.69%     5.83%   
                      04-13-25   36.25%     36.25%     35.67%     2.96%   
                      0-134-25   36.25%     36.23%     35.41%     2.33%   
                      0145-2-3   57.50%     33.51%     35.15%     10.30%  
                      01-245-3   53.75%     33.33%     34.92%     8.87%   
                      0-1245-3   52.50%     33.58%     34.60%     3.32%   
                      04-125-3   51.25%     33.33%     34.55%     3.20%   
                      035-14-2   35.00%     36.12%     34.41%     3.93%   
                      034-15-2   35.00%     35.23%     34.37%     2.97%   
                      0345-1-2   35.00%     35.79%     34.36%     3.54%   
                      03-145-2   35.00%     35.27%     34.21%     3.02%   
                      0-124-35   50.00%     32.75%     34.13%     3.77%   
                      04-12-35   48.75%     32.47%     34.04%     3.47%   
                      03-1-245   33.75%     35.02%     33.72%     2.60%   
                      0134-2-5   58.75%     33.30%     33.52%     0.44%   
                      014-2-35   52.50%     31.58%     33.52%     6.78%   
                      012-34-5   76.25%     33.69%     32.70%     -0.04%  
                      014-25-3   52.50%     31.05%     32.65%     5.46%   
                      0234-1-5   51.25%     33.29%     32.57%     1.95%   
                      02-15-34   40.00%     34.14%     32.48%     -0.34%  
                      023-14-5   50.00%     33.23%     32.36%     1.75%   
                      034-1-25   32.50%     33.15%     32.08%     0.16%   
                      03-124-5   51.25%     32.35%     32.03%     0.32%   
                      03-14-25   32.50%     33.29%     32.02%     0.37%   
                      034-12-5   50.00%     32.07%     31.90%     -0.32%  
                      025-1-34   40.00%     33.87%     31.90%     -0.99%  
                      02-1-345   37.50%     31.48%     30.32%     -2.65%  
                      024-13-5   43.75%     29.47%     29.62%     -5.98%  
                      024-15-3   41.25%     28.31%     29.59%     -3.51%  
                      0124-3-5   77.50%     27.19%     29.11%     -6.89%  
                      02-145-3   40.00%     27.78%     28.99%     -4.35%  
                      02-134-5   42.50%     28.86%     28.96%     -7.17%  
                      0245-1-3   41.25%     27.96%     28.92%     -4.30%  
                      025-14-3   40.00%     27.60%     28.50%     -4.84%  
                      024-1-35   38.75%     26.76%     28.17%     -4.99%  
                      02-14-35   37.50%     26.32%     27.67%     -5.68%  


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                      015-23-4   68.75%     62.61%     65.89%     47.16%  
                      01-235-4   63.75%     59.62%     62.98%     41.83%  
                      05-123-4   67.50%     58.05%     62.63%     38.88%  
                      0-1235-4   67.50%     56.13%     61.09%     35.70%  
                      0123-4-5   93.75%     48.70%     54.47%     31.23%  
                      01-23-45   63.75%     55.05%     51.52%     29.59%  
                      0135-2-4   63.75%     52.05%     57.27%     29.23%  
                      023-15-4   52.50%     51.05%     55.48%     26.52%  
                      0235-1-4   52.50%     50.53%     54.58%     25.50%  
                      035-12-4   52.50%     50.79%     55.06%     25.41%  
                      013-25-4   58.75%     49.66%     54.92%     24.60%  
                      03-125-4   52.50%     49.35%     54.05%     22.91%  
                      0-123-45   65.00%     49.86%     48.13%     22.31%  
                      0125-3-4   81.25%     45.11%     52.06%     22.00%  
                      01-234-5   65.00%     44.82%     43.35%     21.57%  
                      05-1-234   46.25%     49.54%     46.05%     21.34%  
                      0-15-234   46.25%     48.46%     45.66%     20.23%  
                      05-14-23   45.00%     49.04%     45.22%     20.04%  
                      045-1-23   45.00%     48.65%     45.16%     19.95%  
                      012-35-4   76.25%     43.69%     51.00%     19.39%  
                      014-23-5   63.75%     43.78%     41.94%     19.10%  
                      04-15-23   45.00%     47.82%     44.93%     19.07%  
                      0-145-23   45.00%     47.87%     44.73%     18.78%  
                      02-135-4   45.00%     46.67%     51.89%     17.71%  
                      025-13-4   45.00%     46.58%     51.65%     17.46%  
                      0-1-2345   43.75%     45.96%     42.98%     16.94%  
                      04-1-235   42.50%     45.28%     42.28%     15.85%  
                      0-14-235   42.50%     45.42%     42.18%     15.72%  
                      015-2-34   57.50%     40.41%     39.17%     15.41%  
                      015-24-3   58.75%     35.91%     37.61%     13.99%  
                      0-1234-5   66.25%     39.04%     39.10%     13.13%  
                      04-123-5   65.00%     39.00%     39.23%     13.13%  
                      013-2-45   58.75%     44.63%     43.09%     11.95%  
                      023-1-45   50.00%     43.95%     41.36%     11.06%  
                      01-2-345   52.50%     37.29%     36.74%     11.00%  
                      01-25-34   52.50%     37.88%     36.62%     10.49%  
                      01-24-35   53.75%     33.91%     35.93%     10.39%  
                      0145-2-3   57.50%     33.51%     35.15%     10.30%  
                      05-12-34   51.25%     41.52%     39.14%     9.78%   
                      03-12-45   50.00%     42.93%     40.84%     9.20%   
                      05-13-24   40.00%     41.33%     40.08%     9.17%   
                      01-245-3   53.75%     33.33%     34.92%     8.87%   
                      0-135-24   40.00%     40.07%     39.35%     7.67%   
                      0-125-34   51.25%     39.75%     37.84%     6.92%   
                      014-2-35   52.50%     31.58%     33.52%     6.78%   
                      045-13-2   38.75%     39.16%     38.18%     6.65%   
                      0-12-345   48.75%     37.77%     36.59%     6.37%   
                      05-124-3   52.50%     35.38%     35.94%     6.36%   
                      035-1-24   36.25%     37.90%     36.25%     6.36%   
                      05-134-2   38.75%     39.39%     38.08%     6.25%   
                      045-12-3   51.25%     34.85%     35.69%     5.83%   
                      03-15-24   36.25%     37.15%     36.15%     5.61%   
                      014-25-3   52.50%     31.05%     32.65%     5.46%   
                      012-3-45   76.25%     38.14%     38.30%     5.42%   
                      04-135-2   38.75%     38.15%     37.61%     5.38%   
                      013-24-5   60.00%     35.69%     35.93%     5.06%   
                      0-13-245   37.50%     38.12%     37.26%     5.06%   
                      0-1345-2   38.75%     38.05%     37.29%     4.60%   
                      035-14-2   35.00%     36.12%     34.41%     3.93%   
                      0-124-35   50.00%     32.75%     34.13%     3.77%   
                      0345-1-2   35.00%     35.79%     34.36%     3.54%   
                      04-12-35   48.75%     32.47%     34.04%     3.47%   
                      0-1245-3   52.50%     33.58%     34.60%     3.32%   
                      04-125-3   51.25%     33.33%     34.55%     3.20%   
                      03-145-2   35.00%     35.27%     34.21%     3.02%   
                      034-15-2   35.00%     35.23%     34.37%     2.97%   
                      04-13-25   36.25%     36.25%     35.67%     2.96%   
                      02-13-45   42.50%     39.74%     38.12%     2.64%   
                      03-1-245   33.75%     35.02%     33.72%     2.60%   
                      0-134-25   36.25%     36.23%     35.41%     2.33%   
                      0234-1-5   51.25%     33.29%     32.57%     1.95%   
                      023-14-5   50.00%     33.23%     32.36%     1.75%   
                      0134-2-5   58.75%     33.30%     33.52%     0.44%   
                      03-14-25   32.50%     33.29%     32.02%     0.37%   
                      03-124-5   51.25%     32.35%     32.03%     0.32%   
                      034-1-25   32.50%     33.15%     32.08%     0.16%   
                      012-34-5   76.25%     33.69%     32.70%     -0.04%  
                      034-12-5   50.00%     32.07%     31.90%     -0.32%  
                      02-15-34   40.00%     34.14%     32.48%     -0.34%  
                      025-1-34   40.00%     33.87%     31.90%     -0.99%  
                      02-1-345   37.50%     31.48%     30.32%     -2.65%  
                      024-15-3   41.25%     28.31%     29.59%     -3.51%  
                      0245-1-3   41.25%     27.96%     28.92%     -4.30%  
                      02-145-3   40.00%     27.78%     28.99%     -4.35%  
                      025-14-3   40.00%     27.60%     28.50%     -4.84%  
                      024-1-35   38.75%     26.76%     28.17%     -4.99%  
                      02-14-35   37.50%     26.32%     27.67%     -5.68%  
                      024-13-5   43.75%     29.47%     29.62%     -5.98%  
                      0124-3-5   77.50%     27.19%     29.11%     -6.89%  
                      02-134-5   42.50%     28.86%     28.96%     -7.17%  
