R:A::C:P,0 1,2 4,3,5,6
0 1,0.28517110266159695,0.155893536121673,0.04752851711026616,0.045627376425855515,0.024714828897338403
2 4,0.07984790874524715,0.0741444866920152,0.04182509505703422,0.030418250950570342,0.030418250950570342
3,0.011406844106463879,0.02091254752851711,0.009505703422053232,0.013307984790874524,0.009505703422053232
5,0.015209125475285171,0.015209125475285171,0.013307984790874524,0.0,0.005703422053231939
6,0.019011406844106463,0.022813688212927757,0.005703422053231939,0.0076045627376425855,0.015209125475285171
