R:A::C:P,comedy,history,tragedy
comedy,0.479108635097493,0.2,0.2767402376910017
history,0.21448467966573817,0.5009523809523809,0.2529711375212224
tragedy,0.3064066852367688,0.29904761904761906,0.4702886247877759
