R:A::C:P,0,1,2 5,3 6,4
0,0.3230769230769231,0.1724137931034483,0.08333333333333333,0.09523809523809523,0.16666666666666666
1,0.5076923076923077,0.4827586206896552,0.48333333333333334,0.3968253968253968,0.43333333333333335
2 5,0.13846153846153847,0.27586206896551724,0.3,0.3333333333333333,0.2
3 6,0.015384615384615385,0.06896551724137931,0.1,0.12698412698412698,0.03333333333333333
4,0.015384615384615385,0.0,0.03333333333333333,0.047619047619047616,0.16666666666666666
