R:A::C:P,0 3,1,2,4 5 6
0 3,0.4117647058823529,0.14705882352941177,0.18627450980392157,0.2549019607843137
1,0.3805309734513274,0.1902654867256637,0.17699115044247787,0.252212389380531
2,0.34234234234234234,0.18018018018018017,0.21621621621621623,0.26126126126126126
4 5 6,0.2988505747126437,0.09195402298850575,0.12643678160919541,0.4827586206896552
