R:A::C:P,0 2 5,1,3 4 6
0 2 5,0.5096153846153846,0.125,0.36538461538461536
1,0.543859649122807,0.12280701754385964,0.3333333333333333
3 4 6,0.3448275862068966,0.06896551724137931,0.5862068965517241
